38550,584288,622838,6.4513
279641,11901,291542,5.5651
157971,12460,170431,6.4059
8917,163549,172466,4.5449
106309,11900,118209,5.3747
4117,6144,10261,7.7085
12286,6667,18953,5.7574
6851,35277,42128,4.6515
28600,3077,31677,0.8666
3538,12204,15742,1.3473
3039,14335,17374,1.5263
2379,2811,5190,1.9616
4987,2324,7311,3.8600
2551,1938,4489,1.1655
3825,3871,7696,5.7015
1977,1142,3119,1.0154
